filename	Name in catalogue	Original title	Transliterated title	Type	year	collector	place	performer	archive reference	original metadata	Number of voices	Performer gender or age	audio recording	additional remarks
Vinnytsia_296_Cherez nashe selo	ОК-КВ-01	Через наше село 	Cherez nashe selo 	Summer	1927	Середович М.	с. Медвідка Вінницького р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 10 зв.-11 (22-23), № 6. 	"Зап. 12.IV 1927 р. Середович М. у с. Медвідка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 10 зв.-11 (22-23), № 6. Співають дівчата на Великдень, зібравшись в гурточок."	unison			Співають дівчата на Великдень, зібравшись в гурточок.
Vinnytsia_297_Oi za nashym sadom	ОК-КВ-01	Оі за нашим садом 	Oi za nashym sadom 	Summer	1927	Середович М.	с. Великі Кутища Калинівського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 17 (35-36), № 20	"Зап. 18.IV 1927 р. Середович М. у с. Великі Кутища Калинівського р-ну Вінницької обл. – ІМФЕ, 
ф. 6-4, од. зб. 160, арк. 17 (35-36), № 20. Співають дівчата на Великдень коло церкви, дівчата та 
хлопці взявшись за руки і ставши в коло."	unison			Співають дівчата на Великдень коло церкви, дівчата та 
Vinnytsia_298v_Na Ivana, na Kupaila	ОК-КВ-01	На Івана, на Купаіла 	Na Ivana, na Kupaila 	Summer	1920	Танцюра Гнат	с. Зятківці Гайсинського р-ну Вінницької обл.	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 25-26,  № 50. Текст надр.: Пісні Явдохи Зуїхи, с. 86-87.	"Зап. 1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від 
Руденко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 24-25. Вар. зап. у 1918-1920 рр. Танцюра Г. Т. у с. 
Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зуїхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 25-
26,  № 50. Текст надр.: Пісні Явдохи Зуїхи, с. 86-87."	unison			хлопці взявшись за руки і ставши в коло.
Vinnytsia_298_Na Ivana, na Kupaila	ОК-КВ-01	На Івана, на Купаіла 	Na Ivana, na Kupaila 	Summer	1964	Ященко Леопольд	с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. 	"
Руденко М. А. "	ІМФЕ, ф. 14-3, од. зб. 299б, арк. 24-25.	"Зап. 1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від 
Руденко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 24-25. Вар. зап. у 1918-1920 рр. Танцюра Г. Т. у с. 
Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зуїхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 25-
26,  № 50. Текст надр.: Пісні Явдохи Зуїхи, с. 86-87."	unison			
Vinnytsia_299_Cherez nashi sela	ОК-КВ-01	Через наші села 	Cherez nashi sela 	Summer	1971	Мельник П. Я.	с. Коси Могилів-Подільського р-ну Вінницької обл. 	Якимовська Марфа Іванівна, 1907 р. н. 	ІМФЕ, ф. 14-3, од. зб. 907/І, арк. 4, № 4.	"Зап. 1971 р. Мельник П. Я. у с. Коси Могилів-Подільського р-ну Вінницької обл. від Якимовської 
Марфи Іванівни, 1907 р. н. – ІМФЕ, ф. 14-3, од. зб. 907/І, арк. 4, № 4."	unison			
Vinnytsia_300_Za nashym horodom	ОК-КВ-01	За нашим городом 	Za nashym horodom 	Summer	2007	Тищенко О., Матіяш Д., Кушка Т., Єпіченко М.	"с. Бірків Літинського р-ну 
Вінницької обл. "	Парфенюк Л. М., Чухмайтер І. Н., Калінська Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіна Т. Й., Андрушко Є. С., Печериця М. С., Войтко М. А., Калінська Г., Нижник О. 	Транскрибування:  Єфремова Л. О., № 15 (36).	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 15 (36)."	2 voices	women		
Vinnytsia_301_Oi za nashym sadom	ОК-КВ-01	Оі за нашим садом 	Oi za nashym sadom 	Summer	2007	Притула Л.	м. Іллінці Вінницької обл. 	"Ковальчук Ольга Олександрівна, 1938 р. 
н. "	Нотна транскрипція Мартинюк О.	"Зап. 2007 р. Притула Л. у м. Іллінці Вінницької обл. від Ковальчук Ольги Олександрівни, 1938 р. 
н. Нотна транскрипція Мартинюк О."	unison	woman		
Vinnytsia_302_Cherez nashe selo	ОК-КВ-01	Через наше село 	Cherez nashe selo 	Summer	-	 Матіяш Д., Кушка Т.	с. Стіна Томашпільського р-ну Вінницької обл. 	-	Транскрибування:  Єфремова Л. О., № 6 (250).	"Зап. Матіяш Д., Кушка Т. у с. Стіна Томашпільського р-ну Вінницької обл. Розшифр. Єфремова Л. 
О., № 6 (250)."	2 voices			
Vinnytsia_303_Cherez nashe selo	ОК-КВ-01	Через наше село 	Cherez nashe selo 	Summer	2008	Матіяш Д., Кушка Т.	с. Павлівка Калинівського р-ну Вінницької обл. 	"Гуменчук Катерина Андріївна, 1954 р. н., Вдовиченко Надія Андріївна, 1956 р. н., Гунько Валентина 
Михайлівна, 1953 р. н., Демчук Валентина Микитівна, 1938 р. н., Недопитанська Ніна Андріївна, 
1958 р. н., Любчик Ганна Іванівна, 1942 р. н., Павлуник Ніна Степанівна, 1942 р. н., Ковальчук 
Ірина Василівна, Криворучко Любов Яківна, 1946 р. н., Біловус Ніна Іванівна, 1936 р. н. (заспі-
вує), Гуменчук Юлія Данилівна, 1958 р. н. "	Транскрибування:  Єфремова Л. О., № 16 (188). Постова.	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Гуме-
нчук Катерини Андріївни, 1954 р. н., Вдовиченко Надії Андріївни, 1956 р. н., Гунько Валентини 
Михайлівни, 1953 р. н., Демчук Валентини Микитівни, 1938 р. н., Недопитанської Ніни Андріївни, 
1958 р. н., Любчик Ганни Іванівни, 1942 р. н., Павлуник Ніни Степанівни, 1942 р. н., Ковальчук 
Ірини Василівни, Криворучко Любов Яківни, 1946 р. н., Біловус Ніни Іванівни, 1936 р. н. (заспі-
вує), Гуменчук Юлії Данилівни, 1958 р. н. Розшифр. Єфремова Л. О., № 16 (188). Постова."	unison	women		
Vinnytsia_304_Oi za sadom, sadom	ОК-КВ-01	Оі за садом, садом 	Oi za sadom, sadom 	Summer	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт 	Транскрибування:  Єфремова Л. О., № 20 (120).	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 20 (120)."	unison	group of singers		
Vinnytsia_305_Pokladu ya kladku	ОК-КВ-04	Покладу иа кладку 	Pokladu ya kladku 	Summer	1927	Корсовецький Орест	"с. Ковалівка Вінницької окр. (нині 
Немирівського р-ну Вінницької обл. "	Тульчинська Юстина 	ІМФЕ, ф. 6-4, од. зб. 157, арк. 3, № 1.	"Зап. 17.VI 1927 р. Корсовецький О. у с. Ковалівка Вінницької окр. (нині 
Немирівського р-ну Вінницької обл. від Тульчинської Юстини. – ІМФЕ, 
ф. 6-4, од. зб. 157, арк. 3, № 1."	heterophony	woman		
Vinnytsia_306_Pokladu ya kladku	ОК-КВ-04	Покладу иа кладку 	Pokladu ya kladku 	Summer	1961	Іванько Г., мел. Ященко Леопольд	с. Біличин Барського р-ну Вінницької обл. 	Котик Агафія Павлівна, 45 р. 	ІМФЕ, ф. 14-3, од. зб. 330, арк. 34-35, № 11.	"Зап. 1961 р. Іванько Г., мел. Ященко Л. І. у с. Біличин Барського р-ну Вінницької обл. від Котик 
Агафії Павлівни, 45 р. – ІМФЕ, ф. 14-3, од. зб. 330, арк. 34-35, № 11."	2 voices	woman		
Vinnytsia_307_Cherez Dunaiochok	ОК-КВ-04	Через Дунаіочок 	Cherez Dunaiochok 	Summer	1963	Експедиція ІМФЕ, керівник Ященко Леопольд	"c. Іванівці Барського р-ну 
Вінницької обл. "	гурт доярок 	ІМФЕ, ф. 14-5, од. зб. 380, арк. 106-107, № 49,  пл. ф. 14-10, од. зб. 985-987. 	"Зап. 1963 р. експ. ІМФЕ, нач. Ященко Л. І. у c. Іванівці Барського р-ну 
Вінницької обл. від гурту доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 
106-107, № 49; пл. ф. 14-10, од. зб. 985-987. "	heterophony	group of singers	пл. ф. 14-10, од. зб. 985-987	
Vinnytsia_308_Perykladu kladochku	ОК-КВ-04	Перикладу кладочку 	Perykladu kladochku 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	с. Устя Бершадського р-ну Вінницької обл. 	"
жінка "	Транскрибування:  Єфремова Л. О. № 60 (440).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. від 
однієї жінки. Розшифр. Єфремова Л. О. № 60 (440)."	unison	woman		
Vinnytsia_309v_Ne stii, verbonko, rozvyisia	ОК-КВ-05	Не стіі, вербонко, розвїсіа 	Ne stii, verbonko, rozvyisia 	Summer	1964	Ященко Леопольд	с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл.	Руденко М. А.	ІМФЕ, ф. 14-3, од. зб. 299б, арк. 26-27.	"Зап. у 1918-1920 рр. Танцюра Г. Т. у с. Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зу-
їхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 11,  № 39. Текст надр.: Пісні Явдохи Зуїхи, с. 82. Вар. зап. 
1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від Ру-
денко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 26-27."	heterophony			
Vinnytsia_309_Ne stii, verbonko, rozvyisia	ОК-КВ-05	Не стіі, вербонко, розвїсіа 	Ne stii, verbonko, rozvyisia 	Summer	1920	Танцюра Гнат	с. Зятківці Гайсинського р-ну Вінницької обл. 	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 11,  № 39. 	"Зап. у 1918-1920 рр. Танцюра Г. Т. у с. Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зу-
їхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 11,  № 39. Текст надр.: Пісні Явдохи Зуїхи, с. 82. Вар. зап. 
1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від Ру-
денко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 26-27."	unison	woman		Текст надр.: Пісні Явдохи Зуїхи, с. 82. 
Vinnytsia_310_Chas tobi, verbo, rozvytysia	ОК-КВ-05	Час тобі, вербо, розвитисіа 	Chas tobi, verbo, rozvytysia 	Summer	1971	Мельник П. Я.	"с. Коси Могилів-Подільського (нині Чернівецького) р-ну Вінницької 
обл. "	Мельник Петро Я., 1895 р. н. 	ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 206, № 212.	"Зап. 1971 р. Мельник П. Я. у с. Коси Могилів-Подільського (нині Чернівецького) р-ну Вінницької 
обл. від Мельника Петра Я., 1895 р. н. – ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 206, № 212."	unison	man		
Vinnytsia_311_Oi na hori pid hrechkoiu	ОК-ЩК=ОК-КВ-07	Оі на горі під гречкоіу 	Oi na hori pid hrechkoiu 	Summer	1928	Корсовецький Орест	"с. Велика Кісниця Могилів-Подільського (нині Ямпільсько-
го) р-ну Вінницької обл. "	щедрівнички 	ІМФЕ, ф. 6-4, од. зб. 157, арк. 25, № 41.	"Зап. 13.01 1928 р. Корсовецький О. у с. Велика Кісниця Могилів-Подільського (нині Ямпільсько-
го) р-ну Вінницької обл. від щедрівничків. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 25, № 41."	heterophony	???		
Vinnytsia_312_Oi skache zhabka luhom, luhom	ОК-КВ-07	Оі скаче жабка лугом, лугом 	Oi skache zhabka luhom, luhom 	Summer	2008	Кушка Т. Я., Матіяш Д. В.	с. Іванів Калинівського р-ну Вінницької обл. 	"
Кисляк Л. М., Висоцька Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М.
"	Транскрибування:  Єфремова Л. О. № 15 (470). 	"Зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від 
Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М..
Розшифр. Єфремова Л. О. № 15 (470). "	unison			
Vinnytsia_313_Oi za horodom, za hrechkoiu	ОК-КВ-07	Оі за городом, за гречкоіу 	Oi za horodom, za hrechkoiu 	Summer	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт 	Транскрибування:  Єфремова Л. О., № 29 (129). 	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 29 (129). "	unison	group of singers		
Vinnytsia_314_Oi u horodi	ОК-КВ-06	Оі у городі 	Oi u horodi 	Summer	1920	Танцюра Гнат	с. Зятківці Гайсинського р-ну Вінницької обл. 	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 17,  № 45. 	"Зап. у 1918-1920 рр. Танцюра Г. Т. у с. Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зу-
їхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 17,  № 45. Текст надр.: Пісні Явдохи Зуїхи, с. 76."	unison	woman		Текст надр.: Пісні Явдохи Зуїхи, с. 76.
Vinnytsia_315_Oi ty, Mykolo	ОК-КВ-08	Оі ти, Миколо 	Oi ty, Mykolo 	Summer	?	?	?	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 7,  № 35. Текст надр.: Пісні Явдохи Зуїхи, с. 81.	Зап. там само. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 7,  № 35. Текст надр.: Пісні Явдохи Зуїхи, с. 81.	unison	woman		Текст надр.: Пісні Явдохи Зуїхи, с. 76.
Vinnytsia_316_Oi u Maliara	ОК-КВ-09	Ой у (Маляра) 	Oi u Maliara	Summer	?	?	?	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 13,  № 41. Текст надр.: Пісні Явдохи Зуїхи, с. 79.	Зап. там само. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 13,  № 41. Текст надр.: Пісні Явдохи Зуїхи, с. 79.	unison	woman		Текст надр.: Пісні Явдохи Зуїхи, с. 76.
Vinnytsia_317_Oi za horodom lypukh, lypukh 	ОК-КВ-10	Ой за городом липух, липух 	Oi za horodom lypukh, lypukh 	Summer	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт 	Транскрибування:  Єфремова Л. О., № 30 (130). 	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 30 (130). "	unison	group of singers		
Vinnytsia_318_Oi za horodom lypukh, lypukh	ОК-КВ-10а	Оі за городом липух, липух 	Oi za horodom lypukh, lypukh 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	"с. Забужжя Немирівського р-ну Вінницької обл.
"	жіночий гурт 	Транскрибування:  Єфремова Л. О. № 25 (562).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл.
від жіночого гурту. Розшифр. Єфремова Л. О. № 25 (562)."	unison	group of women		
Vinnytsia_319_Oi na horodi pid dushchykom	ОК-КВ-10	Оі на городі під душчиком 	Oi na horodi pid dushchykom 	Summer	2008	Кушка Т. Я., Матіяш Д. В.	с. Іванів Калинівського р-ну Вінницької обл. 	"
Кисляк Л. М., Висоцька Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М.
"	Транскрибування:  Єфремова Л. О. № 19 (474). 	"Зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від 
Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М.
Розшифр. Єфремова Л. О. № 19 (474). "	unison	women		
Vinnytsia_320_Nashe kupailo v try hilliaky	ОК-КП-05+08	Наше купаіло в три гілліаки 	Nashe kupailo v try hilliaky 	Summer	1951	Василенко З., Кувеньова А.	"с. Чапаєвка (нині с. Війтівка) Бершадського р-ну 
Вінницької обл. "	гурт доярок 	ІМФЕ, ф. 14-5, од. зб. 243, арк. 44.	"Зап. 31.VIIІ 1951 р. Василенко З., Кувеньова А. у с. Чапаєвка (нині с. Війтівка) Бершадського р-ну 
Вінницької обл. від гурту доярок. – ІМФЕ, ф. 14-5, од. зб. 243, арк. 44."	unison	group of women		
Vinnytsia_321_Oi nashi khloptsi nedbailytsi	ОК-КП-05	Оі наші хлопці недбаілиці 	Oi nashi khloptsi nedbailytsi 	Summer	1972	Василенко Зоя, Рубай Галина, Довженок Галина	"с. Дмитренки Гайсинського р-ну Вінни-
цької обл. "	Колесниченко Ганна Іванівна, 1906 р.н.	"ІМФЕ, ф. 14-5, од. зб. 424, арк. 136-137; фонозапис 
ф. 14-10, од. зб. 1248, № 9. Транскрибування:  Василенко З. І."	"Зап. 1972 р. Василенко З. І., Рубай Г. Т., Довженок Г. В. у с. Дмитренки Гайсинського р-ну Вінни-
цької обл. від Колесниченко Г. І., 1906 р. н. – ІМФЕ, ф. 14-5, од. зб. 424, арк. 136-137; фонозапис 
ф. 14-10, од. зб. 1248, № 9. Розшифр. Василенко З. І."	unison	woman	"фонозапис 
ф. 14-10, од. зб. 1248, № 9"	
Vinnytsia_322_A nashy khloptsi nedbailytsi	ОК-КП-05	А наши хлопці недбаілиці 	A nashy khloptsi nedbailytsi 	Summer	2009	Кушка Т Я., Матіяш Д. В.	с. Білки Іллінецького р-ну Вінницької обл. 	"Фольклорний ансамбль ""Джерело"" "	Транскрибування:  Єфремова Л. О., № 13.	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від фольк. 
анс. ""Джерело""(кер. Білкун І. С.), № 14. Розшифр. Єфремова Л. О., № 13."	heterophony	"
folklore ensemble"		Керівник ансамблю Білкун І. С.
Vinnytsia_323_A nashi khloptsi-nedbailytsi	ОК-КП-05	А наші хлопці-недбаілиці 	A nashi khloptsi-nedbailytsi 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	"с. Забужжя Немирівського р-ну Вінницької обл.
"	жіночий гурт 	Транскрибування:  Єфремова Л. О. № 26 (563).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл.
від жіночого гурту. Розшифр. Єфремова Л. О. № 26 (563)."	2 voices	group of women		
Vinnytsia_324_A nash Ivanko z verbi, z verbi	ОК-КП	А наш Іванко з вербі, з вербі 	A nash Ivanko z verbi, z verbi 	Summer	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт 	Транскрибування:  Єфремова Л. О., № 31 (131). 	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 31 (131). "	unison	group of singers		
Vinnytsia_325_Oi nashi khloptsi striltsi, striltsi	ОК-КП	Оі наші хлопці стрілці, стрілці 	Oi nashi khloptsi striltsi, striltsi 	Summer	2009	Кушка Т Я., Матіяш Д. В.	с. Білки Іллінецького р-ну Вінницької обл. 	"Фольклорний ансамбль ""Джерело"" "	Транскрибування:  Єфремова Л. О., № 15.	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від фольк. 
анс. ""Джерело""(кер. Білкун І. С.), № 16. Розшифр. Єфремова Л. О., № 15."	heterophony	"
folklore ensemble"		Керівник ансамблю Білкун І. С.
Vinnytsia_326_Letily husy radom, radom	ОК-КП	Летіли гуси радом, радом 	Letily husy radom, radom 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	"с. Забужжя Немирівського р-ну Вінницької обл.
"	жіночий гурт 	Транскрибування:  Єфремова Л. О. № 24 (561).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл.
від жіночого гурту. Розшифр. Єфремова Л. О. № 24 (561)."	2 voices	group of women		
Vinnytsia_327v_Oi na Ivana, na Kupaila	ОК-КП-01	Оі на Івана, на Купаіла 	Oi na Ivana, na Kupaila 	Summer	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл.	гурт	Транскрибування:  Єфремова Л. О., № 28 (128).	"Зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 18 (285). Вар. зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргород-
ського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 28 (128). "	unison	group of singers		
Vinnytsia_327_Oi na Ivana, na Kupaila	ОК-КП-01	Оі на Івана, на Купаіла 	Oi na Ivana, na Kupaila 	Summer	1998	Бідюк Л. М.	с. Сиваківці  Липовецького р-ну Вінницької обл. 	гурт 	Транскрибування: Єфремова Л. О., № 18 (285).	"Зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 18 (285). Вар. зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргород-
ського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 28 (128). "	unison	group of singers		
Vinnytsia_328v_Oi na Ivana, na Kupaila	ОК-КП-01	Оі на Івана, на Купаіла 	Oi na Ivana, na Kupaila 	Summer	-	-	-	-	-	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А. (заспівує), Гуменчук Ю. Д.  Ро-
зшифр. Єфремова Л. О., № 5 (175)."	2 voices			
Vinnytsia_328_Oi na Ivana, na Kupaila	ОК-КП-01	Оі на Івана, на Купаіла 	Oi na Ivana, na Kupaila 	Summer	2008	Матіяш Д., Кушка Т.	с. Павлівка Калинівського р-ну Вінницької обл. 	"Вдовиченко Н. А., Гунько В. М., Демчук В. М., Недопитанська Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А. (заспівує), Гуменчук Ю. Д.  "	Транскрибування:  Єфремова Л. О., № 5 (175).	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А. (заспівує), Гуменчук Ю. Д.  Ро-
зшифр. Єфремова Л. О., № 5 (175)."	unison	women		
Vinnytsia_329_Oi na Petra, na Ivana	ОК-КП-01	Оі на Петра, на Івана 	Oi na Petra, na Ivana 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	"с. Гущинці Калинівського р-ну Вінниць-
кої обл. "	"Майданюк Любов Василівна, 1937 р. н., Яцюк Любов Андріївна, 1946 р. н. (вивід), 
Мартинюк Віра Петрівна, 1945 р. н., Богомолець Олена Петрівна, 1947 р. н., (кер.), Романюк Га-
лина Юхимівна, 1949 р. н. "	Транскрибування:  Єфремова Л. О. №№ 13, 15 (624).	"Зап. 2007 р. та 03.04 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського р-ну Вінниць-
кої обл. від Майданюк Любов Василівни, 1937 р. н., Яцюк Любові Андріївни, 1946 р. н. (вивід), 
Мартинюк Віри Петрівни, 1945 р. н., Богомолець Олени Петрівни, 1947 р. н., (кер.), Романюк Га-
лини Юхимівни, 1949 р. н. Розшифр. Єфремова Л. О. №№ 13, 15 (624)."	2 voices	women		
Vinnytsia_330_Oi na Yivana, na Kupaila	ОК-КП-03	Оі на Ївана, на Купаіла 	Oi na Yivana, na Kupaila 	Summer	2007	Тищенко О., Матіяш Д., Кушка Т., Єпіченко М.	"с. Бірків Літинського р-ну 
Вінницької обл. "	Парфенюк Л. М., Чухмайтер І. Н., Калінська Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіна Т. Й., Андрушко Є. С., Печериця М. С., Войтко М. А., Калінська Г., Нижник О. 	Транскрибування:  Єфремова Л. О., № 16 (37).	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 16 (37)."	heterophony	women		
Vinnytsia_331_Oi na horodi kupanochka	ОК-КП-03	Оі на городі купаночка 	Oi na horodi kupanochka 	Summer	2009	Кушка Т Я., Матіяш Д. В.	с. Білки Іллінецького р-ну Вінницької обл. 	"Фольклорний ансамбль ""Джерело"" "	Транскрибування:  Єфремова Л. О., № 14.	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 15. Розшифр. Єфремова Л. О., № 14."	heterophony	"
folklore ensemble"		Керівник ансамблю Білкун І. С.
Vinnytsia_332_Oi na Kupaila, na Ivana	ОК-КВ-11	Оі на Купаіла, на Івана 	Oi na Kupaila, na Ivana 	Summer	2007	Кушка Т. Я.	с. Забужжя Немирівського р-ну Вінницької обл. 	літня жінка 	Транскрибування:  Єфремова Л. О. № 50 (587).	"Зап. у лютому 2007 р. Кушка Т. Я. у с. Забужжя Немирівського р-ну Вінницької обл. від старої жі-
нки. Розшифр. Єфремова Л. О. № 50 (587)."	unison	woman		
